filepath,food_name,carbs_per_100g,model_guess,confidence
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025124.jpg,macaroni and cheese,19,couscous,0.9708816
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025266.jpg,tenderloin,15,falafel,0.91946185
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025317.jpg,tenderloin,15,brisket,0.9636832
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025347.jpg,tenderloin,15,pork chop,0.9436686
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025352.jpg,tenderloin,15,filet mignon,0.99301827
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025387.jpg,tenderloin,15,filet mignon,0.92703253
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025450.jpg,tenderloin,15,prime rib,0.9999907
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025515.jpg,tenderloin,15,filet mignon,0.9388823
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025560.jpg,tenderloin,15,edamame,0.9357777
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025596.jpg,tenderloin,15,fish and chips,0.99312454
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025642.jpg,tenderloin,15,jerky,0.9837368
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025714.jpg,tenderloin,15,lobster food,0.9183916
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_025856.jpg,bread pudding,40,cottage pie,0.9190366
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_026179.jpg,bread pudding,40,french onion soup,0.91029274
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_026211.jpg,bread pudding,40,foie gras,0.9673015
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_026306.jpg,bread pudding,40,souffle,0.94813883
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_026408.jpg,porridge,15,pho,0.9260224
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_026577.jpg,porridge,15,compote,0.99524087
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_026785.jpg,ramen,15,jerky,0.9666255
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_026955.jpg,ramen,15,spaghetti carbonara,0.93292034
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_027123.jpg,ramen,15,chow mein,0.95215344
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_027228.jpg,chocolate mousse,15,chocolate cake,0.94481254
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_027429.jpg,chocolate mousse,15,boston cream pie,0.9371343
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_027432.jpg,chocolate mousse,15,chocolate cake,0.9938095
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_028008.jpg,osso buco,15,jambalaya,0.9603845
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_028865.jpg,tetrazzini,15,casserole,0.9142279
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_028867.jpg,tetrazzini,15,orzo,0.98045474
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_028891.jpg,tetrazzini,15,fettuccine,0.9318232
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029043.jpg,tetrazzini,15,potpie,0.9883295
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029049.jpg,tetrazzini,15,beef stroganoff,0.98600996
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029079.jpg,tetrazzini,15,poi,0.9323163
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029128.jpg,tetrazzini,15,fettuccine,0.92358625
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029165.jpg,tetrazzini,15,fettuccine,0.9022892
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029175.jpg,lobster bisque,7,ravioli,0.9169887
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029201.jpg,lobster bisque,7,clam chowder,0.9365831
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029267.jpg,lobster bisque,7,clam chowder,0.93039584
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029359.jpg,lobster bisque,7,fish and chips,0.9248723
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029481.jpg,lobster bisque,7,samosa,0.9667586
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029505.jpg,lobster bisque,7,lobster food,0.9867675
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029625.jpg,kedgeree,15,vermicelli,0.96230906
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_029992.jpg,chili,15,poi,0.9999963
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030032.jpg,chili,15,clam chowder,0.9346623
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030044.jpg,chili,15,hot dog,0.9245248
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030103.jpg,chili,15,kabob,0.9266074
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030179.jpg,chili,15,hot dog,0.9886214
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030198.jpg,chili,15,hot dog,0.9562204
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030200.jpg,chili,15,osso buco,0.98667926
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030320.jpg,chili,15,nacho,0.9646484
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030341.jpg,chili,15,tapenade,0.9352103
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030348.jpg,chili,15,pho,0.98728853
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030416.jpg,bruschetta,15,garlic bread,0.9250675
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030599.jpg,bruschetta,15,caprese salad,0.93088967
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030847.jpg,bruschetta,15,garlic bread,0.9825576
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_030982.jpg,creme brulee,15,chocolate mousse,0.9779131
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031044.jpg,creme brulee,15,lobster bisque,0.9824986
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031421.jpg,creme brulee,15,boston cream pie,0.9412676
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031456.jpg,creme brulee,15,panna cotta,0.9693703
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031494.jpg,creme brulee,15,french toast,0.9135921
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031528.jpg,haggis,15,scotch egg,0.9519395
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031589.jpg,haggis,15,fondue,0.9760262
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031642.jpg,haggis,15,tostada,0.90728223
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031649.jpg,haggis,15,burrito,0.99993527
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031651.jpg,haggis,15,scrambled eggs,0.98715377
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031693.jpg,haggis,15,samosa,0.92207336
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031794.jpg,haggis,15,omelette,0.9796116
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031808.jpg,haggis,15,hamburger,0.99465275
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031836.jpg,haggis,15,scotch egg,0.9570554
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031953.jpg,orzo,15,farfalle,0.9599247
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_031960.jpg,orzo,15,scallop,0.9918711
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032025.jpg,orzo,15,scampi,0.97175586
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032038.jpg,orzo,15,greek salad,0.96361107
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032116.jpg,orzo,15,pad thai,0.92412287
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032125.jpg,orzo,15,macaroni and cheese,0.95679855
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032346.jpg,orzo,15,vermicelli,0.95880634
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032523.jpg,couscous,23,caesar salad,0.90601146
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032556.jpg,couscous,23,biryani,0.9266416
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032599.jpg,couscous,23,risotto,0.97164804
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032633.jpg,couscous,23,paella,0.95478964
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032660.jpg,couscous,23,fried rice,0.9555035
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032699.jpg,couscous,23,fried rice,0.9182609
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032702.jpg,couscous,23,caesar salad,0.9643938
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032736.jpg,couscous,23,succotash,0.98023784
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_032998.jpg,couscous,23,jambalaya,0.9854321
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033020.jpg,couscous,23,pilaf,0.9448972
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033024.jpg,couscous,23,pad thai,0.9041824
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033114.jpg,couscous,23,greek salad,0.9018337
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033209.jpg,fried egg,1,huevos rancheros,0.92372376
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033267.jpg,fried egg,1,cheesecake,0.9194972
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033432.jpg,fried egg,1,poached egg,0.9481166
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033481.jpg,fried egg,1,poached egg,0.929986
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033489.jpg,fried egg,1,grilled cheese sandwich,0.9738733
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033564.jpg,fried egg,1,huevos rancheros,0.99878675
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033587.jpg,fried egg,1,bacon and eggs,0.9816264
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_033794.jpg,pulled pork sandwich,25,sloppy joe,0.96618885
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_034150.jpg,jambalaya,15,chop suey,0.9549103
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_034577.jpg,succotash,15,caesar salad,0.9840965
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_034613.jpg,succotash,15,ceviche,0.9672936
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_034620.jpg,succotash,15,edamame,0.94810486
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_034665.jpg,succotash,15,grilled salmon,0.9136452
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_034738.jpg,succotash,15,grilled salmon,0.99999964
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_034761.jpg,succotash,15,chicken kiev,0.94121724
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_034842.jpg,succotash,15,beet salad,0.9042614
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_034851.jpg,succotash,15,edamame,0.99720365
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_034928.jpg,ice cream,24,chocolate mousse,0.98022443
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035001.jpg,ice cream,24,sukiyaki,0.98388195
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035022.jpg,ice cream,24,peking duck,0.94589996
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035023.jpg,ice cream,24,syllabub,0.9829781
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035137.jpg,ice cream,24,frozen yogurt,0.9989097
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035163.jpg,ice cream,24,donut,0.90857935
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035171.jpg,ice cream,24,baked alaska,0.91402936
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035197.jpg,ice cream,24,boston cream pie,0.9425165
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035231.jpg,ice cream,24,waffle,0.95419115
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035244.jpg,ice cream,24,boston cream pie,0.99517655
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035353.jpg,ice cream,24,frozen yogurt,0.9988606
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035354.jpg,ice cream,24,chocolate mousse,0.9915834
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035378.jpg,applesauce,15,apple turnover,0.991449
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035476.jpg,applesauce,15,apple pie,0.98970574
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035557.jpg,applesauce,15,applesauce cake,0.95054716
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035582.jpg,applesauce,15,grilled cheese sandwich,0.9996656
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035597.jpg,applesauce,15,apple pie,0.9368988
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035663.jpg,applesauce,15,apple pie,0.99620265
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035700.jpg,applesauce,15,pancake,0.99557966
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035762.jpg,applesauce,15,compote,0.98744917
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035785.jpg,applesauce,15,compote,0.9960227
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_035790.jpg,applesauce,15,ice cream,0.90329003
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036006.jpg,deviled egg,1,boiled egg,0.99997306
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036380.jpg,deviled egg,1,tortellini,0.99300295
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036605.jpg,reuben,15,chicken kiev,0.9999802
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036721.jpg,reuben,15,ham sandwich,0.9128528
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036847.jpg,reuben,15,chili,0.90406454
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036867.jpg,reuben,15,strudel,0.9769403
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036914.jpg,sponge cake,45,strawberry shortcake,0.96556693
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036923.jpg,sponge cake,45,victoria sandwich,0.98619545
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036944.jpg,sponge cake,45,chiffon cake,0.96899164
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036982.jpg,sponge cake,45,victoria sandwich,0.92354375
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036995.jpg,sponge cake,45,victoria sandwich,0.97910005
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_036997.jpg,sponge cake,45,victoria sandwich,0.97929823
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037025.jpg,sponge cake,45,victoria sandwich,0.9868242
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037029.jpg,sponge cake,45,chocolate cake,0.96327657
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037201.jpg,sponge cake,45,roulade,0.9997551
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037297.jpg,sponge cake,45,victoria sandwich,0.9686365
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037366.jpg,sponge cake,45,chiffon cake,0.9312805
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037367.jpg,sponge cake,45,pound cake,0.9917936
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037450.jpg,strawberry shortcake,40,chiffon cake,0.9709688
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037470.jpg,strawberry shortcake,40,frozen yogurt,0.9151858
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037738.jpg,strawberry shortcake,40,frozen yogurt,0.9280489
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037973.jpg,egg roll,25,chicken cordon bleu,0.95514137
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_037983.jpg,egg roll,25,spring roll,0.9109912
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038006.jpg,egg roll,25,garlic bread,0.97056973
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038107.jpg,egg roll,25,spring roll,0.96605086
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038123.jpg,egg roll,25,roulade,0.99878687
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038130.jpg,egg roll,25,pad thai,0.915561
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038249.jpg,egg roll,25,spring roll,0.9623632
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038314.jpg,egg roll,25,strudel,0.99932015
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038354.jpg,egg roll,25,spring roll,0.94149494
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038433.jpg,egg roll,25,spring roll,0.9897725
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038496.jpg,bacon and eggs,2,scrambled eggs,0.93365693
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038529.jpg,bacon and eggs,2,eggs benedict,0.9563833
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038598.jpg,bacon and eggs,2,scrambled eggs,0.97884893
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038677.jpg,bacon and eggs,2,fried egg,0.9975351
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038754.jpg,bacon and eggs,2,fried egg,0.99630046
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038770.jpg,bacon and eggs,2,pancake,0.9922322
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038801.jpg,bacon and eggs,2,caesar salad,0.93524843
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038831.jpg,bacon and eggs,2,garlic bread,0.92413825
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038849.jpg,bacon and eggs,2,spaghetti carbonara,0.93296516
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_038857.jpg,bacon and eggs,2,grilled cheese sandwich,0.97292894
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_039033.jpg,clam food,15,sloppy joe,0.9003404
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_039104.jpg,clam food,15,fish and chips,0.9441512
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_039111.jpg,clam food,15,clam chowder,0.94056535
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_039113.jpg,clam food,15,clam chowder,0.9610709
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_039164.jpg,clam food,15,tempura,0.9816165
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_039186.jpg,clam food,15,clam chowder,0.94141126
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_039210.jpg,clam food,15,clam chowder,0.9823177
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_039247.jpg,clam food,15,cockle food,0.96655434
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_039263.jpg,clam food,15,linguine,0.9389502
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_039278.jpg,clam food,15,clam chowder,0.9859993
